Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry
The Beautiful Woman -  An Speir Bhean,,,-9.503977,52.059936,Kerry,Killarney ,Republic of Ireland
Leacanabuaile Fort,,,-10.26176,51.958088,Kerry,Cahersiveen,Republic of Ireland
Sigerson Clifford Monument,,+353(0)669472287,-10.222277,51.947381,Kerry,Cahersiveen,Republic of Ireland
Bodenstown Graveyard,http://www.kildare.ie/kildareheritage,+353(0)45521240,-6.66528066137698,53.2656016535711,Kildare,Clane,Republic of Ireland
Mullaghmast,http://www.kildare.ie/kildareheritage,+353(0)45521240,-6.848484,53.006619,Kildare,Ballitore,Republic of Ireland
Punchestown Standing Stone,http://www.kildare.ie/kildareheritage,+353(0)45521240,-6.62799,53.191487,Kildare,Punchestown,Republic of Ireland
Callan Motte,,,-7.391989,52.546609,Kilkenny,Callan,Republic of Ireland
Leac an Scail  - Kilmogue dolmen - Harristown Dolmen,,,-7.261723,52.402923,Kilkenny,Knocktopher,Republic of Ireland
Cabaragh Wedge Tomb,,,-8.464365,54.252986,Sligo,Coolaney,Republic of Ireland
Meave's Cairn,,,-8.574655,54.25878,Sligo,Strandhill,Republic of Ireland
Rathdooney Beg Barrow Cemetery,,,-8.52513003256431,54.1114313001093,Sligo,Ballymote,Republic of Ireland
Master McGrath Monument,http://www.dungarvantourism.com/welcome/web,+353(0)5841741,-7.621652,52.088003,Waterford,Dungarvan,Republic of Ireland
Ballybrittas Fine Portal Tomb,,,-6.615904,52.437337,Wexford,Enniscorthy,Republic of Ireland
Robinstown Great Standing Stones,,,-6.83513538558178,52.4182722668363,Wexford,New Ross,Republic of Ireland
Swords Round Tower,http://www.fingaldublin.ie,+353(0)18400077,-6.219834,53.458131,Dublin,Swords,Republic of Ireland
Wood Quay,http://www.visitdublin.com/dublin-a-to-z/details/wood-quay/49834/,+353(0)14370969,-6.26098,53.343599,Dublin,Dublin City,Republic of Ireland
Arbour Hill Cemetery,http://www.heritageireland.ie/en/dublin/arbourhillcemetery/,+353(0)18213021,-6.286436,53.35108,Dublin,Stoneybatter,Republic of Ireland
The Battle of Aughrim Visitor Centre,,+353(0)909673939,-8.318517,53.302695,Galway,Ballinasloe,Republic of Ireland
Lusk Round Tower,http://www.heritageireland.ie,+353(0)18331618,-6.167107,53.526025,Dublin,Lusk,Republic of Ireland
Kerry Blackwater Fishery,,+353(0)2641222,-9.73365670586504,51.8540710901563,Kerry,Blackwater Bridge,Republic of Ireland
The Skellig Islands - Na Scealga,http://www.skelligexperience.com,,-10.538714568979,51.7728558463494,Kerry,Valentia Island,Republic of Ireland
Athy Heritage Centre & Museum,http://www.athyheritagecentre-museum.ie/,+353(0)598633075,-6.98320991534421,52.9918952591363,Kildare,Athy,Republic of Ireland
Ballylarkin Abbey Freshford - Ballylarkin Church,,,-7.427511,52.722887,,,
Kilfane Church,,+353(0)567724482,-7.118503,52.555069,Kilkenny,Thomastown,Republic of Ireland
Smithwick’s Experience Kilkenny,http://www.smithwicksexperience.com,+353(0)567786377,-7.253369,52.654668,Kilkenny,Kilkenny City,Republic of Ireland
Tullaherin Round tower,,+353(0)567724482,-7.129144,52.578877,Kilkenny,Dungarvan,Republic of Ireland
Irish Angling Safaris,http://www.irelandpike.com,+353(0)449372015,-7.285431,53.614807,Westmeath,Crookedwood,Republic of Ireland
Aghaboe Abbey,,+353(0)578739628,-7.51376713757326,52.9221333791075,Laois,Portlaoise,Republic of Ireland
Rock Of Dunamase,http://www.laois.ie/?s=rock+of+dunamase,+353(0)578664129,-7.21003906811529,53.0315016890713,Laois,Portlaoise,Republic of Ireland
Adare Franciscan Friary,http://www.adareheritagecentre.ie,,-8.77973613258908,52.5518669162486,Limerick,Limerick,Republic of Ireland
Tubberpatrick,http://visitlongford.ie/listings/toberpatrick-cemetery-and-holy-well/,+353(0)433342577,-7.81761396427337,53.7247669164797,Longford,Ballilnamuck,Republic of Ireland
Angling Ballyteige Lough,,+353(0)656827675,-9.07133270451328,52.9383859057613,Clare,Corofin,Republic of Ireland
Cloon River,,,-9.23210334956442,52.6588983883067,Clare,Kilmurry Mcmahon,Republic of Ireland
Creegh River,,,-9.43709790400583,52.74571748665,Clare,Cree,Republic of Ireland
Dealagh River,,+353(0)656828366,-9.40016699669208,53.0250054896987,Clare,Liscannor,Republic of Ireland
Dromore Lough Ballyline Lough,,+353(0)656827675,-9.07029843453304,52.9386648103246,Clare,Corofin,Republic of Ireland
Gortagannive Lough Gortagannive Reservoir,,,-9.14290163094533,52.8208093896577,Clare,Kilmaley,Republic of Ireland
Gortglass Lough,,+353(0)656827675,-9.07090212807946,52.939018807072,Clare,Corofin,Republic of Ireland
Inchiquin Lough,,+353(0)656827677,-9.07045157516064,52.9388431495141,Clare,Corofin,Republic of Ireland
Knockerra Lough,,,-9.49119021461257,52.6384671283145,Clare,Kilrush,Republic of Ireland
Lough Achryane,,,-9.49146719255208,52.6379244341588,Clare,Kilrush,Republic of Ireland
Lough Caum County Clare,,+353(0)656824367,-9.01918,52.831903,Clare,Ennis,Republic of Ireland
Lough Cullaun Monanagh Lake,,+353(0)656827675,-9.07030952387645,52.9391140088792,Clare,Corofin,Republic of Ireland
Lough Donnell Annagheeragh River,,,-9.40937584215867,52.8456204222959,Clare,Milltown Malbay,Republic of Ireland
Luogh Lough,,,-9.42637,52.971778,Clare,Kilshanny,Republic of Ireland
Muckanagh Lough Tullymacken Lough,,+353(0)656827675,-9.07118400120078,52.9383872470935,Clare,Corofin,Republic of Ireland
River Rine,,+353(0)6171144,-8.906564,52.782621,Clare,Quin,Republic of Ireland
Rockmount Lake Lough Keagh,,,-9.41056276811937,52.845606313904,Clare,Milltown Malbay,Republic of Ireland
Saint Brigid’s Shrine and Well Faughart,http://louthholidays.com/explore-louth/attractions/history-and-heritage/st.-brigids-shrine.html,+353(0)429352111,-6.38005028558347,54.0475058902114,Louth,Dundalk,Republic of Ireland
Proleek Dolmen,http://www.louthholidays.com,+353(0)429352111,-6.348409,54.037154,Louth,Dundalk,Republic of Ireland
Argideen River,,+353(0)2641222,-8.76641512440075,51.6465639224259,Cork,Timoleague,Republic of Ireland
Coomhola River,,+353(0)2641222,-9.44496500423258,51.6763159603691,Cork,Bantry,Republic of Ireland
Neaskin Lough,,+353(0)2641222,-8.9637,51.906862,Cork,Dunmanway,Republic of Ireland
Granuaile Visitor Centre,,+353(0)9866341,-9.809611,53.763985,Mayo,Louisburgh,Republic of Ireland
Glashaboy River,,+353(0)2641222,-8.9637,51.906859,Cork,Glanmire,Republic of Ireland
Lower Lough Avaul,,+353(0)2641222,-8.9637,51.906862,Cork,Glengarriff,Republic of Ireland
River Dripsey,,+353(0)2641222,-8.75630694699738,51.9072674403127,Cork,Dripsey,Republic of Ireland
Ouvane River,,+353(0)2641222,-9.44640446972771,51.6761185032406,Cork,Bantry,Republic of Ireland
Laney River,,+353(0)2641222,-8.9637,51.906862,Cork,Macroom,Republic of Ireland
River Martin,,+353(0)2641222,-8.9637,51.906862,Cork,Blarney,Republic of Ireland
River Shournagh,,+353(0)2641222,-8.9637,51.906862,Cork,Carrigrohane,Republic of Ireland
Foherish River,,+353(0)2641222,-8.9637,51.906862,Cork,Macroom,Republic of Ireland
Upper Lough Avaul,,+353(0)2641222,-8.9637,51.906862,Cork,Glengarriff,Republic of Ireland
Schull Reservoir,http://homepage.eircom.net/~swrfb/,+353(0)2641222,-9.54794949645997,51.5269209766254,Cork,Schull,Republic of Ireland
Durnash Lough,,+353(0)719851777,-8.210094,54.553752,Donegal,Rossnowlagh,Republic of Ireland
Erne Salmon Fishing,,+353(0)719841350,-8.2004712876339,54.4973408148523,Donegal,Ballyshannon,Republic of Ireland
Glennagannon River Donagh River,,+353(0)749362600,-7.275011,55.2532,Donegal,Carndonagh,Republic of Ireland
Lackagh River,,+353(0)749521297,-8.10969997735845,55.1262423304834,Donegal,Falcarragh,Republic of Ireland
Lough Agh Lough Auva And Lough Unna,,+353(0)749521297,-8.65059403192044,54.6490130824405,Donegal,Carrick,Republic of Ireland
Lough Anna,,+353(0)749521297,-8.29551331940074,54.7943920143068,Donegal,Glenties,Republic of Ireland
Lough Divine,,+353(0)7497,-8.72884786581434,54.702556861253,Donegal,Glencolmcille,Republic of Ireland
Lough Golagh,,+353(0)749721148,-8.12314503949714,54.6506044486475,Donegal,Donegal Town,Republic of Ireland
Lough Nacroaghy Kiltooris Lough And Doon Lough,,+353(0)749721148,-8.41872345982396,54.7574703450146,Donegal,Ardara,Republic of Ireland
Lough Nacung Lough Lacung Upper And Dunlewy Lake,,+353(0)749531699,-8.12582166359936,55.0183500188149,Donegal,Dunlewy,Republic of Ireland
Lough Nadarragh,,+353(0)749721148,-8.12438485763745,54.6507828449714,Donegal,Donegal Town,Republic of Ireland
Lough Nageage,,+353(0)749721148,-7.83081632869005,54.5422133161846,Donegal,Pettigo,Republic of Ireland
Lough Narath,,+353(0)719841350,-8.12385733262311,54.5784705981794,Donegal,Ballintra,Republic of Ireland
Lough Unshin And Lough McCall,,+353(0)719841350,-8.20047172433088,54.4974306456252,Donegal,Ballyshannon,Republic of Ireland
Owennamarve River,,+353(0)749521163,-8.37495189249124,54.9463389400528,Donegal,Dungloe,Republic of Ireland
Owentocker River,,+353(0)749521297,-8.29457474900989,54.7935858452647,Donegal,Glenties,Republic of Ireland
Pettigoe Anglers Association Lakes,,+353(0)719861672,-7.833517,54.548958,Donegal,Pettigo,Republic of Ireland
Rath Lough,,+353(0)749721148,-8.12354805963991,54.5784709131046,Donegal,Ballintra,Republic of Ireland
Ray River,,+353(0)749521297,-8.11032667689124,55.1261519467373,Donegal,Falcarragh,Republic of Ireland
River Brackey And River Dough,,+353(0)749721148,-8.41981249602859,54.7576462455124,Donegal,Ardara,Republic of Ireland
River Clady And River Crolly,,+353(0)749521163,-8.23540013585181,55.0451351193397,Donegal,Gweedore,Republic of Ireland
River Duff,,+353(0)719841350,-8.274681,54.480089,Donegal,Bundoran,Republic of Ireland
River Leannan,,+353(0)749121160,-7.73471331792269,54.9471639390901,Donegal,Letterkenny,Republic of Ireland
River Swilly,,+353(0)749121160,-7.73471390762014,54.9470741157081,Donegal,Letterkenny,Republic of Ireland
Roosky Lough And Little Roosky Lough,,+353(0)749121160,-7.905799,55.121521,Donegal,Creeslough,Republic of Ireland
Saint Peters Lough,,+353(0)749721148,-8.19705526609779,54.6447131100907,Donegal,Mountcharles,Republic of Ireland
Angling Broad Meadow Water,,+,-6.162203,53.523529,Dublin,Swords,Republic of Ireland
Angling Tolka River,,,-6.312862,53.382791,Dublin,Mount Merrion,Republic of Ireland
Ionad Deirbhile Heritage Centre,http://ionaddeirbhile.ie/,+353(0)9785727,-10.101234,54.120728,Mayo,Belmullet (Béal an Mhuirthead),Republic of Ireland
Bective Abbey,,,-6.70218620825198,53.5822303078225,Meath,Navan,Republic of Ireland
Donaghmore Round Tower,,,-6.66197344604495,53.6705621292861,Meath,Navan,Republic of Ireland
Kells High Crosses,http://www.megalithicireland.com,+353(0)18358022,-6.879369,53.727585,Meath,Kells,Republic of Ireland
Loughcrew Cairns,http://www.heritageireland.ie/en/midlands-eastcoast/loughcrew/,+353(0)498541240,-7.11237674664346,53.7446590803231,Meath,Oldcastle,Republic of Ireland
Finnihy River,,+353(0)2641222,-8.9637,51.906862,Kerry,Kenmare,Republic of Ireland
Killarney District,,+353(0)2641222,-8.9637,51.906862,Kerry,Killarney,Republic of Ireland
Lough Acoose Cloon Lough And Lough Reagh,,+353(0)669760102,-9.862725,52.008046,Kerry,Glencar,Republic of Ireland
Lough Fadda County Kerry,,,-9.90050007815482,51.8317114690952,Kerry,Sneem,Republic of Ireland
Lough Guitane,,,-8.9637,51.906862,Kerry,Killarney,Republic of Ireland
Lough Na Kirka,,+353(0)669769244,-9.853984,52.046743,Kerry,Killorglin,Republic of Ireland
Lough Na Mona,,+353(0)669474156,-10.172308,51.827776,Kerry,Waterville,Republic of Ireland
Muckross Lake,,,-9.51595822248654,52.0532684414499,Kerry,Killarney,Republic of Ireland
Owenascaul River Lough Anascaul,,+353(0)2641222,-10.0607910264915,52.1523138770785,Kerry,Annascaul,Republic of Ireland
Owenmore River,,+353(0)667138244,-10.19615072407,52.2307611762198,Kerry,Cloghane,Republic of Ireland
River Flesk,,+353(0)2641222,-8.9637,51.906862,Kerry,Killarney,Republic of Ireland
River Laune System,http://www.fisheriesireland.ie,+353(0)2641222,-9.7800356781006,52.1037270116677,Kerry,Killorglin,Republic of Ireland
River Smearlagh,,+353(0)6821504,-9.485732,52.445365,Kerry,Listowel,Republic of Ireland
Upper Lake Killarney,,,-9.51639841834518,52.0533526535943,Kerry,Killarney,Republic of Ireland
Waterville River,,+353(0)669474244,-10.173467,51.819929,Kerry,Waterville,Republic of Ireland
Carrowtemple,,+353(0)719161201,-8.51781723871875,53.9843310127798,Sligo,Gurteen,Republic of Ireland
Clogher Castle,,+353(0)719161201,-8.51182,53.9373,Sligo,Gorteen,Republic of Ireland
Creevykeel Court Tomb,,,-8.433999,54.438885,Sligo,Cliffoney,Republic of Ireland
Culleenamore Middens,,+353(0)719161201,-8.59892262545598,54.2720672763581,Sligo,Strandhill,Republic of Ireland
Deerpark Court Tomb,,,-8.39444532275388,54.2845400747947,Sligo,Calry,Republic of Ireland
Drumcliffe Round Tower And High Cross,,,-8.501568,54.327565,Sligo,Drumcliffe,Republic of Ireland
Heapstown Cairn,,,-8.348672,54.095116,Sligo,Castlebaldwin,Republic of Ireland
Knocklane Promontory Fort,,+353(0)719161201,-8.507135,54.325303,Sligo,Drumcliffe,Republic of Ireland
Knocknashee,,+353(0)719161201,-8.684445,54.105962,Sligo,Collooney,Republic of Ireland
Lisnalurg,,+353(0)719161201,-8.47393598510212,54.2951266665627,Sligo,Sligo Town,Republic of Ireland
St Fechin's Church,,+353(0)719161201,-8.513515,54.214543,Sligo,Ballisodare,Republic of Ireland
The Labby Rock,,,-8.312411,54.090536,Sligo,Castlebaldwin,Republic of Ireland
The Mermaid Stones,http://www.discoverireland.ie/Places-To-Go/Sligo,+353(0)719161201,-9.09360308056,54.2142083624846,Sligo,Enniscrone,Republic of Ireland
Bothan Scoir,http://www.cashel.ie,+353(0)868865364,-7.880521,52.512775,Tipperary,Cashel,Republic of Ireland
Cashel Heritage Centre,http://www.cashel.ie/,+353(0)6261333,-7.887724,52.516883,Tipperary,Cashel,Republic of Ireland
Dominican Abbey Lorrha,,,-8.12587241621076,53.0909877769252,Tipperary,Nenagh,Republic of Ireland
Ardmore Round Tower And Cathedral,,,-7.72603895966335,51.9486884569805,Waterford,Ardmore,Republic of Ireland
St. Laserian's Cathedral,http://www.carlowtourism.com,+353(0)599721570,-7.02535321957395,52.7361769233969,Carlow,Old Leighlin,Republic of Ireland
Saint Marys Church Of Ireland,http://www.ireland.anglican.org,+353(0)599132565,-6.932131,52.827592,Carlow,Carlow,Republic of Ireland
Inishcaltra Church And Round Tower,,,-8.43027669977584,52.9334950385165,Clare,Mountshannon,Republic of Ireland
Ballybeg Augustinian Priory,,+353(0)214255100,-8.66969567199703,52.2197142933549,Cork,Buttevant,Republic of Ireland
Bridgetown Augustinian Priory,,+353(0)214255100,-8.458297,52.152317,Cork,Castletownroche,Republic of Ireland
Buttevant Franciscan Friary,,,-8.668927,52.231492,Cork,Buttevant,Republic of Ireland
Castlelyons Dominican Friary,,+353(0)214255100,-8.2335,52.089393,Cork,Castlelyons,Republic of Ireland
Cathedral Of St Mary & St Anne,http://www.corkcathedral.ie,+353(0)214304325,-8.475979,51.904171,Cork,Cork City,Republic of Ireland
Church of the Resurrection Blarney,http://www.cupcork.ie/,+353(0)214871106,-8.56854,51.933607,Cork,Blarney,Republic of Ireland
"Shandon Bells, St Anne's Church, Shandon",http://www.shandonbells.ie,+353(0)214505906,-8.477121,51.903185,Cork,Cork,Republic of Ireland
Coole Churches,,+353(0)214255100,-8.23228104045887,52.1114405046545,Cork,Castlelyons,Republic of Ireland
Timoleague Franciscan Friary,http://www.timoleague.ie,,-8.765224,51.644802,Cork,Timoleague,Republic of Ireland
Glanworth Castle And Dominican Friary,,+353(0)214255100,-8.356659,52.191041,Cork,Glanworth,Republic of Ireland
Knockdrum Stone Fort,,,-9.182223,51.527201,Cork,Castletownshend,Republic of Ireland
Saint Colman's Cathedral,http://www.cobhcathedralparish.ie,+353(0)214813222,-8.292497,51.851296,Cork,Cobh,Republic of Ireland
St Luke's Church,,+353(0)214255100,-8.457078,51.904255,Cork,Cork City,Republic of Ireland
St Multose Church,,+353(0)214772220,-8.525832,51.705852,Cork,Kinsale,Republic of Ireland
Sherkin Island Franciscan Friary,,,-9.401459,51.475735,Cork,Sherkin Island,Republic of Ireland
Tullylease Church And Cross Slabs,,+353(0)214255100,-8.938345,52.314314,Cork,Tullylease,Republic of Ireland
St Eunan's Cathedral Letterkenny,,+353(0)749121021,-7.740105,54.950491,Donegal,Letterkenny,Republic of Ireland
Fourknocks,http://www.knowth.com/fourknocks.htm,+353(0)18354722,-6.28453433525945,53.5829197183035,Dublin,Naul,Republic of Ireland
Dunquin Graveyard,,,-10.4558122416662,52.1330832726897,Kerry,Dingle,Republic of Ireland
St. Catherine's Church,http://saintcatherines.ie/,+353(0)14735100,-6.281194,53.342908,Dublin,Dublin City,Republic of Ireland
St Doulagh's Church,http://fingaldublin.ie/interior-pages/activities-attractions-amp-conference/castles-churches-and-towers/st-doulaghs-church/,+353(0)18400077,-6.17908588064574,53.4154245464375,Dublin,St Doolaghs,Republic of Ireland
The Black Church,http://www.visitdublin.com,+353(0)16057700,-6.26098,53.343599,Dublin,Dublin City,Republic of Ireland
St. Kevin's Oratory,,+353(0)18745441,-6.258805,53.351092,Dublin,Dublin 1,Republic of Ireland
Dún An Óir,,,-10.4173552416889,52.1638102600978,Kerry,Tralee,Republic of Ireland
Annagh Church,,+353(0)667122522,-9.742521,52.248165,Kerry,Tralee ,Republic of Ireland
Dromavala Church,,,-9.777248,52.107213,Kerry,Killorglin,Republic of Ireland
Killahan,,,-9.7047240632162,52.3846548777463,Kerry,Abbeydorney,Republic of Ireland
Puicin An Chairn Wedge Tomb,,+353(0)669151188,-10.1477088440625,52.1270243424752,Kerry,Lispole,Republic of Ireland
Kilmacduagh Cathedral Churches And Round Tower,,,-8.885541,53.055518,Galway,Clarinbridge,Republic of Ireland
St. Werburgh's Church,,+353(0)14783710,-6.269412,53.342932,Dublin,Dublin City Centre,Republic of Ireland
Augustinian Abbey Adare,http://www.ireland.anglican.org,+353(0)61396227,-8.784585,52.567928,Limerick,Adare,Republic of Ireland
Killary Monastic Site,,,-6.546373,53.707926,Meath,Slane,Republic of Ireland
St Mary's Church Leixlip,http://www.leixlipandlucan.glendalough.anglican.org,+353(0)16240976,-6.490518,53.363249,Kildare,Leixlip,Republic of Ireland
Abbeyshrule Monastery,"http://www.megalithicireland.com/Abbeyshrule,%20Longford.html",+353(0)433342577,-7.65834707871249,53.5796914273898,Longford,Abbeyshrule,Republic of Ireland
Drum Monastic Settlement and St Brigid's Holy Well,http://www.drumheritage.ie,+353(0)861972323,-8.03859496832274,53.3999074921946,Roscommon,Near Athleague,Republic of Ireland
Kilmalkedar Church,,,-10.338878,52.185292,Kerry,Dingle,Republic of Ireland
Riasc Monastic Settlement,,,-10.391525,52.16981,Kerry,Tralee,Republic of Ireland
St Columba's Church,,,-6.879699,53.72754,Meath,Kells,Republic of Ireland
